COUNTYFP_vest,PCTNUM_vest,PRECINCTNA_vest,G20PREDBID_vest,COUNTYFP_sos,precinct_name_sos,G20PREDBID_sos
019,PM0069,Pima 69,2345,019,069,2345
019,PM0070,Pima 70,798,019,070,798
019,PM0071,Pima 71,124,019,071,124
019,PM0072,Pima 72,2275,019,072,2275
019,PM0073,Pima 73,2118,019,073,2118
019,PM0074,Pima 74,1079,019,074,1079
019,PM0075,Pima 75,2060,019,075,2060
019,PM0076,Pima 76,265,019,076,265
019,PM0077,Pima 77,1127,019,077,1127
019,PM0078,Pima 78,1365,019,078,1365
019,PM0079,Pima 79,1292,019,079,1292
019,PM0080,Pima 80,1603,019,080,1603
019,PM0081,Pima 81,465,019,081,465
019,PM0082,Pima 82,1585,019,082,1585
019,PM0083,Pima 83,634,019,083,634
019,PM0084,Pima 84,2327,019,084,2327
019,PM0085,Pima 85,870,019,085,870
019,PM0086,Pima 86,2287,019,086,2287
019,PM0087,Pima 87,394,019,087,394
019,PM0088,Pima 88,1683,019,088,1683
019,PM0089,Pima 89,1908,019,089,1908
019,PM0090,Pima 90,659,019,090,659
019,PM0091,Pima 91,1845,019,091,1845
019,PM0092,Pima 92,1772,019,092,1772
019,PM0093,Pima 93,1427,019,093,1427
019,PM0094,Pima 94,1674,019,094,1674
019,PM0095,Pima 95,589,019,095,589
019,PM0096,Pima 96,1610,019,096,1610
019,PM0097,Pima 97,1236,019,097,1236
019,PM0098,Pima 98,1724,019,098,1724
019,PM0099,Pima 99,1472,019,099,1472
019,PM0100,Pima 100,1571,019,100,1571
019,PM0101,Pima 101,794,019,101,794
019,PM0102,Pima 102,1340,019,102,1340
019,PM0103,Pima 103,811,019,103,811
019,PM0104,Pima 104,1852,019,104,1852
019,PM0105,Pima 105,903,019,105,903
019,PM0106,Pima 106,752,019,106,752
019,PM0107,Pima 107,1935,019,107,1935
019,PM0108,Pima 108,2453,019,108,2453
019,PM0109,Pima 109,2016,019,109,2016
019,PM0110,Pima 110,1148,019,110,1148
019,PM0111,Pima 111,1221,019,111,1221
019,PM0112,Pima 112,1603,019,112,1603
019,PM0113,Pima 113,1532,019,113,1532
019,PM0114,Pima 114,368,019,114,368
019,PM0115,Pima 115,1993,019,115,1993
019,PM0116,Pima 116,2127,019,116,2127
019,PM0117,Pima 117,1391,019,117,1391
019,PM0118,Pima 118,1601,019,118,1601
019,PM0119,Pima 119,1176,019,119,1176
019,PM0120,Pima 120,1530,019,120,1530
019,PM0121,Pima 121,913,019,121,913
019,PM0122,Pima 122,1046,019,122,1046
019,PM0123,Pima 123,2135,019,123,2135
019,PM0124,Pima 124,693,019,124,693
019,PM0125,Pima 125,1134,019,125,1134
019,PM0126,Pima 126,720,019,126,720
019,PM0127,Pima 127,3334,019,127,3334
019,PM0128,Pima 128,1149,019,128,1149
019,PM0129,Pima 129,1115,019,129,1115
019,PM0130,Pima 130,1690,019,130,1690
019,PM0131,Pima 131,1002,019,131,1002
019,PM0132,Pima 132,1386,019,132,1386
019,PM0133,Pima 133,1701,019,133,1701
019,PM0134,Pima 134,900,019,134,900
019,PM0135,Pima 135,145,019,135,145
019,PM0136,Pima 136,112,019,136,112
019,PM0137,Pima 137,98,019,137,98
019,PM0138,Pima 138,373,019,138,373
019,PM0139,Pima 139,262,019,139,262
019,PM0140,Pima 140,278,019,140,278
019,PM0141,Pima 141,2128,019,141,2128
019,PM0142,Pima 142,1583,019,142,1583
019,PM0143,Pima 143,745,019,143,745
019,PM0144,Pima 144,1560,019,144,1560
019,PM0145,Pima 145,2499,019,145,2499
019,PM0146,Pima 146,1373,019,146,1373
019,PM0147,Pima 147,1107,019,147,1107
019,PM0148,Pima 148,1134,019,148,1134
019,PM0149,Pima 149,1208,019,149,1208
019,PM0150,Pima 150,318,019,150,318
019,PM0151,Pima 151,496,019,151,496
019,PM0152,Pima 152,555,019,152,555
019,PM0153,Pima 153,2125,019,153,2125
019,PM0154,Pima 154,1033,019,154,1033
019,PM0155,Pima 155,761,019,155,761
019,PM0156,Pima 156,937,019,156,937
019,PM0157,Pima 157,1737,019,157,1737
019,PM0158,Pima 158,1082,019,158,1082
019,PM0159,Pima 159,2261,019,159,2261
019,PM0160,Pima 160,998,019,160,998
019,PM0161,Pima 161,301,019,161,301
019,PM0162,Pima 162,974,019,162,974
019,PM0163,Pima 163,1216,019,163,1216
019,PM0164,Pima 164,1769,019,164,1769
019,PM0165,Pima 165,94,019,165,94
019,PM0166,Pima 166,2033,019,166,2033
019,PM0167,Pima 167,1274,019,167,1274
019,PM0168,Pima 168,369,019,168,369
019,PM0169,Pima 169,1837,019,169,1837
019,PM0170,Pima 170,1486,019,170,1486
019,PM0171,Pima 171,1479,019,171,1479
019,PM0172,Pima 172,1596,019,172,1596
019,PM0173,Pima 173,1287,019,173,1287
019,PM0174,Pima 174,1792,019,174,1792
019,PM0175,Pima 175,1080,019,175,1080
019,PM0176,Pima 176,736,019,176,736
019,PM0177,Pima 177,1628,019,177,1628
019,PM0178,Pima 178,1218,019,178,1218
019,PM0179,Pima 179,1516,019,179,1516
019,PM0180,Pima 180,1592,019,180,1592
019,PM0181,Pima 181,1569,019,181,1569
019,PM0182,Pima 182,1658,019,182,1658
019,PM0183,Pima 183,1068,019,183,1068
019,PM0184,Pima 184,1131,019,184,1131
019,PM0185,Pima 185,801,019,185,801
019,PM0186,Pima 186,146,019,186,146
019,PM0187,Pima 187,1576,019,187,1576
019,PM0188,Pima 188,972,019,188,972
019,PM0189,Pima 189,997,019,189,997
019,PM0190,Pima 190,1011,019,190,1011
019,PM0191,Pima 191,499,019,191,499
019,PM0192,Pima 192,1395,019,192,1395
019,PM0193,Pima 193,760,019,193,760
019,PM0194,Pima 194,1462,019,194,1462
019,PM0195,Pima 195,786,019,195,786
019,PM0196,Pima 196,8,019,196,8
019,PM0197,Pima 197,976,019,197,976
019,PM0198,Pima 198,699,019,198,699
019,PM0199,Pima 199,1141,019,199,1141
019,PM0200,Pima 200,598,019,200,598
019,PM0201,Pima 201,1463,019,201,1463
019,PM0202,Pima 202,1470,019,202,1470
019,PM0203,Pima 203,769,019,203,769
019,PM0204,Pima 204,84,019,204,84
019,PM0205,Pima 205,1286,019,205,1286
019,PM0206,Pima 206,160,019,206,160
019,PM0207,Pima 207,1531,019,207,1531
019,PM0208,Pima 208,577,019,208,577
019,PM0209,Pima 209,1268,019,209,1268
019,PM0210,Pima 210,1481,019,210,1481
019,PM0211,Pima 211,1187,019,211,1187
019,PM0212,Pima 212,701,019,212,701
019,PM0213,Pima 213,199,019,213,199
019,PM0214,Pima 214,1666,019,214,1666
019,PM0215,Pima 215,543,019,215,543
019,PM0216,Pima 216,1057,019,216,1057
019,PM0217,Pima 217,2035,019,217,2035
019,PM0218,Pima 218,2342,019,218,2342
019,PM0219,Pima 219,1116,019,219,1116
019,PM0220,Pima 220,1451,019,220,1451
019,PM0221,Pima 221,615,019,221,615
019,PM0222,Pima 222,585,019,222,585
019,PM0223,Pima 223,555,019,223,555
019,PM0224,Pima 224,1936,019,224,1936
019,PM0225,Pima 225,1980,019,225,1980
019,PM0226,Pima 226,438,019,226,438
019,PM0227,Pima 227,2297,019,227,2297
019,PM0228,Pima 228,620,019,228,620
019,PM0229,Pima 229,1494,019,229,1494
019,PM0230,Pima 230,590,019,230,590
019,PM0231,Pima 231,1923,019,231,1923
019,PM0232,Pima 232,828,019,232,828
019,PM0233,Pima 233,1945,019,233,1945
019,PM0234,Pima 234,1195,019,234,1195
019,PM0235,Pima 235,1445,019,235,1445
019,PM0236,Pima 236,633,019,236,633
019,PM0237,Pima 237,1094,019,237,1094
019,PM0238,Pima 238,1593,019,238,1593
019,PM0239,Pima 239,2214,019,239,2214
019,PM0240,Pima 240,38,019,240,38
019,PM0241,Pima 241,1030,019,241,1030
019,PM0242,Pima 242,989,019,242,989
019,PM0243,Pima 243,775,019,243,775
019,PM0244,Pima 244,426,019,244,426
019,PM0245,Pima 245,1147,019,245,1147
019,PM0246,Pima 246,1468,019,246,1468
019,PM0247,Pima 247,263,019,247,263
019,PM0248,Pima 248,575,019,248,575
019,PM0249,Pima 249,762,019,249,762
021,PN0077,AK CHIN COMMUNITY,279,021,77 Ak Chin Community,279
021,PN0101,ALTERRA NORTH,1096,021,101 Alterra North,1096
021,PN0047,APACHE JCT CENTRAL,643,021,47 Apache Jct Central,643
021,PN0046,APACHE JCT EAST,597,021,46 Apache Jct East,597
021,PN0045,APACHE JCT NE,563,021,45 Apache Jct NE,563
021,PN0042,APACHE JCT NW,538,021,42 Apache Jct NW,538
021,PN0044,APACHE JCT SE,786,021,44 Apache Jct SE,786
021,PN0040,APACHE JCT SUPERSTITION,885,021,40 Apache Jct Superstitio,885
021,PN0043,APACHE JCT SW,796,021,43 Apache Jct SW,796
021,PN0058,APACHE JUNCTION E. CENTRAL,441,021,58 Apache Junction E. Cen,441
021,PN0057,APACHE JUNCTION N. CENTRAL,703,021,57 Apache Junction N. Cen,703
021,PN0056,APACHE JUNCTION NORTH,607,021,56 Apache Junction  North,607
021,PN0059,APACHE JUNCTION SOUTH,893,021,59 Apache Junction South,893
021,PN0063,APACHE TRAIL,417,021,63 Apache Trail,417
021,PN0009,ARIZONA CITY,633,021,09 Arizona City,633
021,PN0069,BELLA VISTA,570,021,69 Bella Vista,570
021,PN0060,BLACKWATER,415,021,60 Blackwater,415
021,PN0025,CACTUS FOREST,292,021,25 Cactus Forest,292
021,PN0062,CASA BLANCA,438,021,62 Casa Blanca,438
021,PN0041,CASA GRANDE INTERCHANGE,912,021,41 Casa Grande Interchang,912
021,PN0033,CASA GRANDE N CENTRAL,689,021,33 Casa Grande N Central,689
021,PN0035,CASA GRANDE NE,889,021,35 Casa Grande NE,889
021,PN0032,CASA GRANDE NORTH,676,021,32 Casa Grande North,676
021,PN0037,CASA GRANDE NW,1064,021,37 Casa Grande NW,1064
021,PN0039,CASA GRANDE RANCHO GRANDE,1037,021,39 Casa Grande Rancho Gra,1037
021,PN0034,CASA GRANDE S CENTRAL,745,021,34 Casa Grande S Central,745
021,PN0036,CASA GRANDE SE,745,021,36 Casa Grande SE,745
021,PN0038,CASA GRANDE SW,434,021,38 Casa Grande SW,434
021,PN0055,CASA GRANDE WEST,727,021,55 Casa Grande West,727
021,PN0021,CENTRAL ARIZONA COLLEGE,265,021,21 Central Arizona Colleg,265
021,PN0053,CHUI CHU,138,021,53 Chui Chu,138
021,PN0086,CIRCLE CROSS RANCH,1474,021,86 Circle Cross Ranch,1474
021,PN0017,COOLIDGE NE,429,021,17 Coolidge NE,429
021,PN0018,COOLIDGE NW,947,021,18 Coolidge NW,947
021,PN0019,COOLIDGE SOUTH,585,021,19 Coolidge South,585
021,PN0070,COPPER BASIN,1132,021,70 Copper Basin,1132
021,PN0097,COPPER BASIN SOUTHEAST,935,021,97 Copper Basin Southeast,935
021,PN0083,COYOTE RANCH,970,021,83 Coyote Ranch,970
021,PN0082,CRUZ PARK,376,021,82 Cruz Park,376
021,PN0100,DESERT CEDARS,1278,021,100 Desert Cedars,1278
021,PN0004,DUDLEYVILLE,259,021,04 Dudleyville,259
021,PN0092,EAGLE CREST,1562,021,92 Eagle Crest,1562
021,PN0074,EL DORADO,1128,021,74 El Dorado,1128
021,PN0022,ELEVEN MILE CORNER,194,021,22 Eleven Mile Corner,194
021,PN0012,ELOY,436,021,12 Eloy,436
021,PN0014,ELOY SOUTH,493,021,14 Eloy South,493
021,PN0023,FLORENCE NORTH,531,021,23 Florence North,531
021,PN0024,FLORENCE SOUTH,439,021,24 Florence South,439
021,PN0048,GOLD CANYON,937,021,48 Gold Canyon,937
021,PN0084,GOLD CANYON NORTH,382,021,84 Gold Canyon North,382
021,PN0067,HIDDEN VALLEY,376,021,67 Hidden Valley,376
021,PN0081,IRONWOOD COMMON,1012,021,81 Ironwood Common,1012
021,PN0088,IRONWOOD CROSSING,1929,021,88 Ironwood Crossing,1929
021,PN0026,JOHNSON RANCH,1025,021,26 Johnson Ranch,1025
021,PN0087,JOHNSON RANCH EAST,910,021,87 Johnson Ranch East,910
021,PN0001,KEARNY,435,021,01 Kearny,435
021,PN0098,LINKS ESTATES,630,021,98 Links Estates,630
021,PN0006,MAMMOTH,412,021,06 Mammoth,412
021,PN0030,MARICOPA,1541,021,30 Maricopa,1541
021,PN0079,MARICOPA FIESTA,1200,021,79 Maricopa Fiesta,1200
021,PN0078,MARICOPA MEADOWS,1053,021,78 Maricopa Meadows,1053
021,PN0102,MARICOPA WELLS,1481,021,102 Maricopa Wells,1481
021,PN0099,MISSION VALLEY,790,021,99 Mission Valley,790
021,PN0066,MOUNTAINBROOK VILLAGE,511,021,66 Mountainbrook Village,511
021,PN0007,ORACLE,1160,021,07 Oracle,1160
021,PN0093,ORACLE SOUTH,616,021,93 Oracle South,616
021,PN0076,PECAN CREEK NORTH,851,021,76 Pecan Creek North,851
021,PN0072,PERALTA,324,021,72 Peralta,324
021,PN0011,PICACHO,72,021,11 Picacho,72
021,PN0104,PICACHO SOUTH,80,021,104 Picacho South,80
021,PN0027,Poston Butte,2228,021,27 Poston Butte,2228
021,PN0080,PROVINCE,2495,021,80 Province,2495
021,PN0089,QUAIL HOLLOW,806,021,89 Quail Hollow,806
021,PN0028,QUEEN CREEK,2041,021,28 Queen Creek,2041
021,PN0095,QUEEN CREEK SOUTH,760,021,95 Queen Creek South,760
021,PN0049,QUEEN VALLEY,137,021,49 Queen Valley,137
021,PN0020,RANDOLPH,173,021,20 Randolph,173
021,PN0016,RED ROCK,576,021,16 Red Rock,576
021,PN0029,SACATON,507,021,29 Sacaton,507
021,PN0015,SADDLEBROOKE EAST,1106,021,15 Saddlebrooke East,1106
021,PN0008,SADDLEBROOKE WEST,1208,021,08 Saddlebrooke West,1208
021,PN0103,SAN CARLOS COMMUNITY,0,021,103 San Carlos Community,0
021,PN0005,SAN MANUEL,674,021,05 San Manuel,674
021,PN0061,SAN TAN,422,021,61 San Tan,422
021,PN0085,SAN TAN HEIGHTS,883,021,85 San Tan Heights,883
021,PN0068,SAN TAN PARK,1279,021,68 San Tan Park,1279
021,PN0096,SAN TAN RANCHES,439,021,96 San Tan Ranches,439
021,PN0073,SANTA ROSA,711,021,73 Santa Rosa,711
021,PN0071,SCHNEPF,597,021,71 Schnepf,597
021,PN0090,SENITA,1015,021,90 Senita,1015
021,PN0091,SILVERBELL,425,021,91 Silverbell,425
021,PN0094,SKYLINE RANCH,976,021,94 Skyline Ranch,976
021,PN0031,STANFIELD,125,021,31 Stanfield,125
021,PN0050,SUPERIOR,737,021,50 Superior,737
021,PN0051,SUPERIOR WEST,4,021,51 Superior West,4
021,PN0064,SUPERSTITION MOUNTAIN,894,021,64 Superstition Mountain,894
021,PN0052,SUTTON SUMMIT,28,021,52 Sutton Summit,28
021,PN0054,THUNDERBIRD FARMS,406,021,54 Thunderbird Farms,406
021,PN0013,TOLTEC,1014,021,13 Toltec,1014
021,PN0010,TOLTEC SOUTH,633,021,10 Toltec South,633
021,PN0105,TOLTEC SOUTHWEST,51,021,105 Toltec Southwest,51
021,PN0075,WALKER BUTTE,948,021,75 Walker Butte,948
023,SC0019,Baca 19,1229,023,Baca 19,1229
023,SC0017,Calabasas 17,1444,023,Calabasas 17,1444
023,SC0005,Coronado 5,694,023,Coronado 5,694
023,SC0006,Elgin 6,221,023,Elgin 6,221
023,SC0024,Lake Patagonia,73,023,Lake Patagonia 24,73
023,SC0023,Mountain 23,26,023,Mountain 23,26
023,SC0001,Nogales 1,293,023,Nogales 1,293
023,SC0010,Nogales 10,491,023,Nogales 10,491
023,SC0012,Nogales 12,310,023,Nogales 12,310
023,SC0016,Nogales 16,205,023,Nogales 16,205
023,SC0018,Nogales 18,317,023,Nogales 18,317
023,SC0002,Nogales 2,641,023,Nogales 2,641
023,SC0020,Nogales 20,517,023,Nogales 20,517
023,SC0003,Nogales 3,385,023,Nogales 3,385
023,SC0004,Nogales 4,188,023,Nogales 4,188
023,SC0008,Nogales 8,1069,023,Nogales 8,1069
023,SC0009,Nogales 9,174,023,Nogales 9,174
023,SC0014,Patagonia 14,496,023,Patagonia 14,496
023,SC0021,Peck Canyon 21,972,023,Peck Canyon 21,972
023,SC0022,Potrero 22,226,023,Potrero 22,226
023,SC0007,Rio Rico 7,1691,023,Rio Rico 7,1691
023,SC0013,Santa Cruz 13,178,023,Santa Cruz 13,178
023,SC0015,Sonoita 15,290,023,Sonoita 15,290
023,SC0011,Tubac 11,1008,023,Tubac 11,1008
025,YA0230,AZURE,2668,025,AZURE (230.00),2668
025,YA0237,BASIN,1243,025,BASIN (237.00),1243
025,YA0245,BIGHORN,1572,025,BIGHORN (245.00),1572
025,YA0244,BISON,2994,025,BISON (244.00),2994
025,YA0233,BRIDGE,35,025,BRIDGE (233.00),35
025,YA0215,BUCK,1286,025,BUCK (215.00),1286
025,YA0222,BUG,811,025,BUG (222.00),811
025,YA0243,BURRO,2250,025,BURRO (243.00),2250
025,YA0236,CAMP,129,025,CAMP (236.00),129
025,YA0240,CARS,153,025,CARS (240.00),153
025,YA0202,COURT,2764,025,COURT (202.00),2764
025,YA0239,COYOTE,555,025,COYOTE (239.00),555
025,YA0216,CREEK,997,025,CREEK (216.00),997
025,YA0201,EAGLE,2985,025,EAGLE (201.00),2985
025,YA0203,FAIR,1888,025,FAIR (203.00),1888
025,YA0219,FORT,1726,025,FORT (219.00),1726
025,YA0232,GHOST,1271,025,GHOST (232.00),1271
025,YA0204,GOLF,2916,025,GOLF (204.00),2916
025,YA0238,GRAZE,1592,025,GRAZE (238.00),1592
025,YA0206,HILL,2,025,HILL (206.00),2
025,YA0225,IRON,1620,025,IRON (225.00),1620
025,YA0214,KIRK,150,025,KIRK (214.00),150
025,YA0207,MESQUITE,280,025,MESQUITE (207.00),280
025,YA0205,MINE,140,025,MINE (205.00),140
025,YA0229,ONYX,3131,025,ONYX (229.00),3131
025,YA0212,Pleasant,0,025,PLEASANT (212.00),0
025,YA0231,QUAIL,114,025,QUAIL (231.00),114
025,YA0235,RANCH,1141,025,RANCH (235.00),1141
025,YA0220,RIM,7,025,RIM (220.00),7
025,YA0227,RUBY,3423,025,RUBY (227.00),3423
025,YA0221,SALT,109,025,SALT (221.00),109
025,YA0228,SCARLET,2789,025,SCARLET (228.00),2789
025,YA0213,SKULL,86,025,SKULL (213.00),86
025,YA0226,SPIRIT,21,025,SPIRIT (226.00),21
025,YA0211,SPRINGS,13,025,SPRINGS (211.00),13
025,YA0241,STONE,125,025,STONE (241.00),125
025,YA0223,SUNSET,360,025,SUNSET (223.00),360
025,YA0224,TOWERS,15,025,TOWERS (224.00),15
025,YA0210,WALNUT,16,025,WALNUT (210.00),16
025,YA0242,WATER,1839,025,WATER (242.00),1839
025,YA0234,WATSON,2957,025,WATSON (234.00),2957
025,YA0218,WELL,924,025,WELL (218.00),924
025,YA0209,WICK,270,025,WICK (209.00),270
025,YA0217,WIND,41,025,WIND (217.00),41
025,YA0208,YARN,194,025,YARN (208.00),194
027,YU0001,Yuma 01,510,027,PRECINCT 001,510
027,YU0002,Yuma 02,533,027,PRECINCT 002,533
027,YU0003,Yuma 03,546,027,PRECINCT 003,546
027,YU0004,Yuma 04,1515,027,PRECINCT 004,1515
027,YU0005,Yuma 05,754,027,PRECINCT 005,754
027,YU0006,Yuma 06,1060,027,PRECINCT 006,1060
027,YU0007,Yuma 07,1554,027,PRECINCT 007,1554
027,YU0008,Yuma 08,427,027,PRECINCT 008,427
027,YU0009,Yuma 09,450,027,PRECINCT 009,450
027,YU0010,Yuma 10,1543,027,PRECINCT 010,1543
027,YU0011,Yuma 11,728,027,PRECINCT 011,728
027,YU0012,Yuma 12,599,027,PRECINCT 012,599
027,YU0013,Yuma 13,735,027,PRECINCT 013,735
027,YU0014,Yuma 14,207,027,PRECINCT 014,207
027,YU0015,Yuma 15,854,027,PRECINCT 015,854
027,YU0016,Yuma 16,698,027,PRECINCT 016,698
027,YU0017,Yuma 17,893,027,PRECINCT 017,893
027,YU0018,Yuma 18,53,027,PRECINCT 018,53
027,YU0019,Yuma 19,55,027,PRECINCT 019,55
027,YU0020,Yuma 20,541,027,PRECINCT 020,541
027,YU0021,Yuma 21,0,027,PRECINCT 021,0
027,YU0022,Yuma 22,864,027,PRECINCT 022,864
027,YU0023,Yuma 23,611,027,PRECINCT 023,611
027,YU0024,Yuma 24,1396,027,PRECINCT 024,1396
027,YU0025,Yuma 25,780,027,PRECINCT 025,780
027,YU0026,Yuma 26,353,027,PRECINCT 026,353
027,YU0027,Yuma 27,394,027,PRECINCT 027,394
027,YU0028,Yuma 28,309,027,PRECINCT 028,309
027,YU0029,Yuma 29,1784,027,PRECINCT 029,1784
027,YU0030,Yuma 30,1498,027,PRECINCT 030,1498
027,YU0031,Yuma 31,2421,027,PRECINCT 031,2421
027,YU0032,Yuma 32,567,027,PRECINCT 032,567
027,YU0033,Yuma 33,192,027,PRECINCT 033,192
027,YU0034,Yuma 34,182,027,PRECINCT 034,182
027,YU0035,Yuma 35,620,027,PRECINCT 035,620
027,YU0036,Yuma 36,850,027,PRECINCT 036,850
027,YU0037,Yuma 37,850,027,PRECINCT 037,850
027,YU0038,Yuma 38,797,027,PRECINCT 038,797
027,YU0039,Yuma 39,754,027,PRECINCT 039,754
027,YU0040,Yuma 40,714,027,PRECINCT 040,714
027,YU0041,Yuma 41,888,027,PRECINCT 041,888
027,YU0042,Yuma 42,1120,027,PRECINCT 042,1120
027,YU0043,Yuma 43,11,027,PRECINCT 043,11
027,YU0044,Yuma 44,0,027,PRECINCT 044,0